	Event_Type	Count	Sample_sentence	Trigger	Start	End
2375	Conflict:Attack	1510	From the St. Pete Times : Some Florida legislators want to give people the right to shoot an attacker in a public place.	shoot	16	17
2376	Conflict:Attack	1510	"A House committee voted Wednesday to allow people to shoot to kill in self-defense if they are attacked ""in any other place where he or she has a right to be."""	shoot	9	10
2377	Conflict:Attack	1510	"A House committee voted Wednesday to allow people to shoot to kill in self-defense if they are attacked ""in any other place where he or she has a right to be."""	attacked	17	18
2378	Conflict:Attack	1510	"State law defines deadly force as that which is likely to cause ""death or great bodily harm,"" such as firing a gun at a person or a vehicle."	firing	22	23
2379	Conflict:Attack	1510	"Florida courts consider deadly force a last resort and have held that a person being attacked has the ""duty to use every reasonable means to avoid the danger, including retreat, prior to using deadly force."""	attacked	15	16
2380	Conflict:Attack	1510	"But this legislation says a person who is under attack in a public place ""has no duty to retreat."""	attack	9	10
2381	Conflict:Attack	1510	"""Law-abiding people should not be told that if they are attacked, they should turn around and run,"" NRA lobbyist Marion Hammer told lawmakers."	attacked	11	12
2382	Conflict:Attack	1510	"164 days after the expiration of the federal ""assault weapons"" ban some lunatic opened fire with an AK-47 outside a Texas courthouse."	fire	16	17
2383	Conflict:Attack	1510	"It's like how, after the Civil War, Republicans ""waved the bloody shirt"", associating the Democratic Party with the secession and, ultimately, the war itself."	war	30	31
2384	Conflict:Attack	1510	"It's like how, after the Civil War, Republicans ""waved the bloody shirt"", associating the Democratic Party with the secession and, ultimately, the war itself."	War	8	9
2385	Conflict:Attack	1510	Tugle was on trial for raping and killing a southwest Virginia grandmother.	raping	5	6
2386	Conflict:Attack	1510	Tugle was on parole for this crime when he killed the grandmother.	killed	9	10
2387	Conflict:Attack	1510	"The line of defense Kaine used was that Tugle had not really raped the grandmother because ""forcable sodomy was not rape according to the law at the time."""	raped	12	13
2388	Conflict:Attack	1510	"This guy was one of the early innovators of terrorism in this century and he is protrayed by the Main Stream Media (MSM for short) as a ""freedom fighter""."	terrorism	9	10
2389	Conflict:Attack	1510	"Because of him millions of palestinians chose ""jihad"" over peace with Isreal."	jihad	8	9
2390	Conflict:Attack	1510	On June 6, 2004, he was sentenced to five life sentences for five murders of Israeli civilians and 40 years imprisonment for attempted murders in terrorist attacks against Israeli civilians.	attacks	28	29
2391	Conflict:Attack	1510	However, as the Second Intifada began, Barghouti became increasingly popular as a leader of the Fatah Tanzim militia.	Intifada	5	6
2392	Conflict:Attack	1510	This was perhaps due to the transformation of Tanzim into an organization more resembling militant groups like Hamas and Islamic Jihad, responsible for dozens of civilian deaths in drive-by shootings.	shootings	30	31
2393	Conflict:Attack	1510	Under Barghouti, the Tanzim has also carried out suicide bombings in Israel under the name al-Aqsa Martyrs' Brigades.	bombings	10	11
2394	Conflict:Attack	1510	On Sunday he wrote of two Iraqi soldiers who didn't see us as conquerors but as allies when the Mosul bombing occurred.	bombing	21	22
2395	Conflict:Attack	1510	No matter what the MSM tries to tell you, there are Iraqi's who will help the allies, who will fight alongside them and put their lives at risk to make sure Democracy succeeds in their country.	fight	22	23
2396	Conflict:Attack	1510	They do not know at any point in time whether they're going to be subject to brutality or intimidation, even death, and yet they carry on doing it.	brutality or intimidation	17	20
2397	Conflict:Attack	1510	The FBI, concerned that terrorists could use lasers as weapons, is investigating why laser beams were directed into the cockpits of seven airplanes in flight since Christmas.	use	7	8
2398	Conflict:Attack	1510	The FBI is looking into two incidents in Colorado Springs, Colo., and one each in Cleveland, Washington, Houston, Teterboro, N.J., and Medford, Ore., according to federal and local law enforcement and transportation officials, some of whom spoke only on condition of anonymity.	incidents	6	7
2399	Conflict:Attack	1510	The FBI is looking into two incidents in Colorado Springs, Colo., and one each in Cleveland, Washington, Houston, Teterboro, N.J., and Medford, Ore., according to federal and local law enforcement and transportation officials, some of whom spoke only on condition of anonymity.	one	14	15
2400	Conflict:Attack	1510	A federal law enforcement official, who declined to be identified by name, said Thursday there is no evidence of a plot or terrorist activity.	activity	25	26
2401	Conflict:Attack	1510	But pilots are troubled by the incidents, and the FBI earlier this month warned of the possibility that terrorists might use the devices as weapons.	incidents	6	7
2402	Conflict:Attack	1510	But pilots are troubled by the incidents, and the FBI earlier this month warned of the possibility that terrorists might use the devices as weapons.	use	21	22
2403	Conflict:Attack	1510	"""It sounds like an organized effort to cause airline accidents,"" Thompson said."	cause	8	9
2404	Conflict:Attack	1510	"The Japanese terrorist cult Aum Shinrikyo--which launched the infamous Sarin gas attack on the Tokyo subway system in 1995--was discovered to have experimented with the use of lasers as weapons.According to The Asian Pacific Post, ""Cult members apparently obtained laser design information from Russian institutes they visited and built a laser weapon mounted on a truck."	attack	13	14
2405	Conflict:Attack	1510	"They had planned to use the laser against Tokyo policemen, but the plan failed when the laser malfunctioned during the testing stage."""	use	4	5
2406	Conflict:Attack	1510	I found the following report that was presented to Congress recently about the shoulder launched missle threat to airliners, which this might very well be a precursor to: Recent events have focused attention on the threat that terrorists with shoulder fired surface-to-air missiles (SAMs), referred to as Man-Portable Air Defense Systems (MANPADS), pose to commercial airliners.	threat	16	17
2407	Conflict:Attack	1510	Procedural improvements such as specific flight crew training, altering air traffic procedures to minimize exposure to the threat, and improved security near airports may be less costly than countermeasures and could more immediately help deter domestic terrorist attacks.	attacks	39	40
2408	Conflict:Attack	1510	However, these techniques by themselves cannot completely mitigate the risk of domestic attacks and would not protect U.S. airliners flying to and from foreign airports.	attacks	14	15
2409	Conflict:Attack	1510	A second reason is Europe's growing worries about Islamic terrorism.	terrorism	10	11
2410	Conflict:Attack	1510	Suicide bombings and guerrilla attacks carried out by insurgents and foreign terrorists based around Baghdad have escalated to alarming levels particularly during Ramadan.	bombings	1	2
2411	Conflict:Attack	1510	Suicide bombings and guerrilla attacks carried out by insurgents and foreign terrorists based around Baghdad have escalated to alarming levels particularly during Ramadan.	attacks	4	5
2412	Conflict:Attack	1510	Deputy governor of Diyala along with several council members from Ba'quba were ambushed and killed in Latifiya south of Baghdad, an area which has supposedly been 'cleared' from insurgents a couple of weeks ago.	ambushed	14	15
2413	Conflict:Attack	1510	Four suicide attacks in Samarra, also a recently 'liberated' area, against National Guard units and the governorate building.	attacks	2	3
2414	Conflict:Attack	1510	Zarqawi's group claimed responsibility for the attacks.	attacks	7	8
2415	Conflict:Attack	1510	Three police stations in Haditha, a small town west of Ramadi, were assaulted by groups of insurgents.	assaulted	14	15
2416	Conflict:Attack	1510	Some 30 policemen were captured, tied up and executed in cold blood against the walls following a confrontation which lasted two hours.	confrontation	18	19
2417	Conflict:Attack	1510	Majlis Shura Al-Mujahideen (The Mujahideen Advisory Council) are in control of Fallujah and they have distributed a statement inviting Arab and foreign (including American) media reporters to enter the town and cover the battles.	battles	37	38
2418	Conflict:Attack	1510	Everyone is closely watching what the next few days will bring, hoping the violence doesn't spread to the streets of Baghdad or other areas.	violence	14	15
2419	Conflict:Attack	1510	Can someone tell me why one of my friends or family members hasn't smacked me because of it?	smacked	14	15
2420	Conflict:Attack	1510	This isn't a football game, and it's not two drunken cousins fighting at a family reunion.	fighting	14	15
2421	Conflict:Attack	1510	This despite several late hits to the head, low hits at his knees and ankles, and various other assaults outside the realm of good sportsmanship.	hits	4	5
2422	Conflict:Attack	1510	This despite several late hits to the head, low hits at his knees and ankles, and various other assaults outside the realm of good sportsmanship.	hits	10	11
2423	Conflict:Attack	1510	This despite several late hits to the head, low hits at his knees and ankles, and various other assaults outside the realm of good sportsmanship.	assaults	20	21
2424	Conflict:Attack	1510	Coming from the other direction, Jacksonville DB Donovin Darius unloaded chin high on Ferguson with a vicious clothesline.	unloaded	10	11
2425	Conflict:Attack	1510	This was not one of the staged stiff-armed clotheslines you see in professional wrestling broadcasts.	This	0	1
2426	Conflict:Attack	1510	This was a vicious, arm cocked and swinging clothesline that literally could have torn Ferguson's head off of his body.	This	0	1
2427	Conflict:Attack	1510	This was the most vicious and blatantly dirty play I have seen in the NFL since Jim McMahon was body slammed to the ground in the mid 80's about five seconds after he had released a pass.	slammed	20	21
2428	Conflict:Attack	1510	Paul Tagliabue must give word to all of his employees that actions like this will not be tolerated.	this	13	14
2429	Conflict:Attack	1510	"If not, I fully expect the Packers and many other teams to handle this matter ""on the field"" with Darius being the target of similar attacks by tight ends and offensive lineman."	attacks	28	29
2430	Conflict:Attack	1510	The first thing that needs to happen is that Bettman and Goodenow (the players' association rep) need to be fired, deported, flogged, tarred and feathered and finally forced to pay for four tickets plus a program, four dogs, four beers, and two cokes and parking to a game at an NHL arena for every day of the next season so they understand what the fans go thru to see a hockey game.	flogged	26	27
2431	Conflict:Attack	1510	"Some 2,500 mainly university students formed a human chain in Japanese characters spelling out ""No War"" in Osaka on Sunday to protest against the ongoing US-led military campaign in Iraq."	campaign	29	30
2432	Conflict:Attack	1510	"""We cannot forgive this war,"" Miyako Fuji, 20, one of the rally's organisers told Jiji news agency."	war	6	7
2433	Conflict:Attack	1510	"""I want to join together the feelings of each of us as individuals who oppose the war."""	war	17	18
2434	Conflict:Attack	1510	According to a poll by Kyodo news agency released Saturday, 78 of 100 people surveyed opposed the military action in Iraq.	action	19	20
2435	Conflict:Attack	1510	"A separate poll of 1,846 adults by the leading Yomiuri newspaper published Tuesday showed 64 percent felt Japan had ""no choice"" but to back the United States, with only 12 percent saying Japan had ""every reason"" to back the war."	war	44	45
2436	Conflict:Attack	1510	Some 70 people were arrested Saturday as demonstrators clashed with police at the end of a major peace rally here, as at least 200,000 anti-war protesters took to the streets across the United States and Canada.	clashed	8	9
2437	Conflict:Attack	1510	Several police officers were treated for the effects of gas after the ensuing clashes -- a result, police said, of the demonstrators using self-defence devices.	clashes	13	14
2438	Conflict:Attack	1510	Though opinion polls have shown public support for the war rising in the United States, opposition to military intervention in Iraq has given rise to an impassioned campaign.	war	9	10
2439	Conflict:Attack	1510	"""Iraq war: An unelected extremist vs. an unelected extremist,"" and ""Take the toys away from junior."""	war	2	3
2440	Conflict:Attack	1510	"One woman marched topless with the words ""shock and awe"" daubed across her back in red ink, a reference to the bombing campaign unleashed Friday on Baghdad."	bombing	24	25
2441	Conflict:Attack	1510	"""It's important that people all over the world know that we don't believe in the war,"" she said."	war	18	19
2442	Conflict:Attack	1510	Some of the slogans sought to rebut war supporters' arguments that the protests are unpatriotic.	war	7	8
2443	Conflict:Attack	1510	"One group, Lesbians Against Boys Invading Anything, carried signs saying ""Pre-emptive war is terrorism,"" ""This isn't the USA I love,"" and ""Where Will the Bombs Fall Next?"""	war	14	15
2444	Conflict:Attack	1510	"One group, Lesbians Against Boys Invading Anything, carried signs saying ""Pre-emptive war is terrorism,"" ""This isn't the USA I love,"" and ""Where Will the Bombs Fall Next?"""	Fall	35	36
2445	Conflict:Attack	1510	"""They make this look like a John Wayne movie,"" said protester Elvis Woods."	this	3	4
2446	Conflict:Attack	1510	"""You watch CNN and all you get are explosions and video of tanks and guns."	explosions	9	10
2447	Conflict:Attack	1510	"Nobody questions whether this is right or not."""	this	3	4
2448	Conflict:Attack	1510	Counter-demonstrations in support of the US-led invasion of Iraq took place in some cities, with some 2,500 people turning out in Chicago.	invasion	6	7
2449	Conflict:Attack	1510	Flying the US flag and reciting the pledge of allegiance, they outnumbered their anti-war counterparts by three to one.	war	14	15
2450	Conflict:Attack	1510	"Carrying signs that said, ""It's the oil, stupid,"" and ""Real men don't bomb children,"" the anti-war protesters waved blue Earth flags."	war	25	26
2451	Conflict:Attack	1510	"Carrying signs that said, ""It's the oil, stupid,"" and ""Real men don't bomb children,"" the anti-war protesters waved blue Earth flags."	bomb	20	21
2452	Conflict:Attack	1510	"""It's crazy that we're bombing Iraq."	bombing	7	8
2453	Conflict:Attack	1510	"It sickens me."""	It	0	1
2454	Conflict:Attack	1510	"""I'm here to support him and others who are fighting for their country."	fighting	11	12
2455	Conflict:Attack	1510	"They wouldn't be here if it weren't for the freedoms that others fought for,"" she said."	fought	14	15
2456	Conflict:Attack	1510	Anti-war protests took place around the world Saturday after the start of the bombing of Baghdad.	war	0	1
2457	Conflict:Attack	1510	Anti-war protests took place around the world Saturday after the start of the bombing of Baghdad.	bombing	13	14
2458	Conflict:Attack	1510	Hundreds of thousands of demonstrators took to the streets in Britain, Spain and Italy, whose governments approved of the war.	war	21	22
2459	Conflict:Attack	1510	"In Montreal, ""Stop the War,"" a coalition of more than 190 groups, said as many as 200,000 people turned out, though police refused to give a figure."	War	6	7
2460	Conflict:Attack	1510	Organizers of the civil disobedience campaigns promised to block intersections and bridges, shackle themselves to lampposts and create human cordons to snarl traffic, as long as the war continues.	war	29	30
2461	Conflict:Attack	1510	We're talking about possibilities of full scale war with former Congressman Tom Andrews, Democrat of Maine.	war	8	9
2462	Conflict:Attack	1510	Bob, one of the reasons I think so many Americans are worried about this war and so many people around the world don't want to go is there have been a lot of problems with credibility from this administration.	war	15	16
2463	Conflict:Attack	1510	Paul, look, the problem is I would stipulate all four of us hates war.	war	15	16
2464	Conflict:Attack	1510	Any rational person hates war.	war	4	5
2465	Conflict:Attack	1510	Let me tell you, what trips to Walter Reed taught me was, that whoever thought up the term, the law of unintended consequences it pertains to war.	war	29	30
2466	Conflict:Attack	1510	He will blow a city off the earth in a minute if he can get the hold of the means to do it.	blow	2	3
2467	Conflict:Attack	1510	Tom Andrews, I think we all realize that a government doesn't go to war a nation goes to war.	war	15	16
2468	Conflict:Attack	1510	Tom Andrews, I think we all realize that a government doesn't go to war a nation goes to war.	war	20	21
2469	Conflict:Attack	1510	Favor 59%, opposed 37%, that's a vastly larger support than President Bush Senior had in getting the U.S. troops out of Kuwait before that war started.	war	29	30
2470	Conflict:Attack	1510	Ask them about going and not just a war, Bob, but an invasion and occupying for up to 10 years a sovereign Arab nation in the midst of one of the most distable and volatile regions in the world.	war	8	9
2471	Conflict:Attack	1510	Ask them about going and not just a war, Bob, but an invasion and occupying for up to 10 years a sovereign Arab nation in the midst of one of the most distable and volatile regions in the world.	invasion	14	15
2472	Conflict:Attack	1510	They're not coming forward and telling us what the risks are, what the costs are, how many years we might be in, the possibility of us getting bogged down, because what Americans know that, they're opposed to this war.	war	45	46
2473	Conflict:Attack	1510	The more they learn about this invasion, the more they learn about this occupation, the less they support it.	invasion	6	7
2474	Conflict:Attack	1510	That's going to have to be last war, unfair and unfortunate as that is, I am sorry, they're telling us we're out of time.	war	8	9
2475	Conflict:Attack	1510	(on camera): What stops though - we know the Iraqis have fired sand missiles and fired AAA at aircraft all throughout this war.	fired	14	15
2476	Conflict:Attack	1510	(on camera): What stops though - we know the Iraqis have fired sand missiles and fired AAA at aircraft all throughout this war.	war	25	26
2477	Conflict:Attack	1510	They haven't hit anybody, but isn't it risky flying so low knowing they have that ammunition to fire at you.	fire	20	21
2478	Conflict:Attack	1510	They haven't hit anybody, but isn't it risky flying so low knowing they have that ammunition to fire at you.	hit	3	4
2479	Conflict:Attack	1510	We know where they're at so we simply avoid them and if for some reason they do get off a lucky shot or they do see us, we have defensive systems on board the airplane to defeat their ammunition.	defeat	38	39
2480	Conflict:Attack	1510	We know where they're at so we simply avoid them and if for some reason they do get off a lucky shot or they do see us, we have defensive systems on board the airplane to defeat their ammunition.	shot	22	23
2481	Conflict:Attack	1510	Eight hundred of those sorties will be strike sorties using bombs and missiles so there is no slow down in the amount of air power being used over Iraq.	strike	7	8
2482	Conflict:Attack	1510	Seemingly deserted, these battered buildings hold a deadly threat to British forces in Iraq.	threat	9	10
2483	Conflict:Attack	1510	The toughest fight, though, may lie ahead in the heart of the Iraqi capital.	fight	2	3
2484	Conflict:Attack	1510	U.S.-led forces were able to press farther north after defeating Iraqi Republican Guard units at Karbala and Kut (ph).	defeating	9	10
2485	Conflict:Attack	1510	Earlier in the day, the 1st Brigade of the 3rd Infantry Division took Karbala with a minimum of fight.	fight	19	20
2486	Conflict:Attack	1510	Throughout the day, we have watched the 3rd Infantry Division bring in prisoners of war.	war	15	16
2487	Conflict:Attack	1510	Iraqi soldiers glad the war is over for them, perhaps 100 at a time.	war	4	5
2488	Conflict:Attack	1510	There were times when the 7th Cavalry itself got into some skirmishes as it pushed forward, again in the direction of Baghdad.	skirmishes	11	12
2489	Conflict:Attack	1510	There was a bit of a firefight when the 7th Cavalry came upon three Soviet vintage 20- millimeter anti-aircraft guns, ack-ack guns.	firefight	6	7
2490	Conflict:Attack	1510	The Iraqi unit in possession of those guns fired mortars in the direction of the 7th Cavalry.	fired	8	9
2491	Conflict:Attack	1510	The Apache troop opened its tank guns, opened its own mortars, decimated that unit, put it out of existence and probably killed some 20 Iraqis in the process.	opened	3	4
2492	Conflict:Attack	1510	The Apache troop opened its tank guns, opened its own mortars, decimated that unit, put it out of existence and probably killed some 20 Iraqis in the process.	opened	8	9
2493	Conflict:Attack	1510	The intensity it's very quick moving, very fluid battle.	battle	10	11
2494	Conflict:Attack	1510	Overnight and early this morning, the tanks and Bradley fighting vehicles of the 3rd Infantry Division backed by the Apache attack helicopters of the 11th Aviation Regiment punched through the Republican Guard defenses in and around Karbala.	punched through	28	30
2495	Conflict:Attack	1510	Eight-fifteen a.m. Iraq's information minister reads a message he says is from Saddam Hussein urging Iraqis to step up attacks against coalition forces.	attacks	20	21
2496	Conflict:Attack	1510	Eight-thirty-six a.m. Walter Rodgers reports according to Army sources, Iraqi officials are fleeing Baghdad in droves, using civilian convoys top avoid being targeted by coalition air strikes.	air strikes	27	29
2497	Conflict:Attack	1510	Eight-forty-three a.m. CNN Pentagon correspondent Barbara Starr reports coalition troops entering Baghdad were met with fierce fighting, and there were casualties on both sides.	fighting	16	17
2498	Conflict:Attack	1510	The coalition air force will begin providing urban combat air support over the city.	combat	8	9
2499	Conflict:Attack	1510	Twelve-twenty-one p.m. CNN's Wolf Blitzer reports according to an eyewitness, a bomb has hit central Baghdad only a few hundred meters from the Palestine Hotel.	hit	15	16
2500	Conflict:Attack	1510	Behind the scenes privately here you get a palpable sense of vindication, although publicly caution is the watchword here, administration officials from the vice president on down saying the war is not over yet.	war	31	32
2501	Conflict:Attack	1510	Some of the toughest fighting could still be ahead.	fighting	4	5
2502	Conflict:Attack	1510	But they do believe the pictures out of Baghdad today, on the one hand, send as powerful a message as you can send to the people in the Arab world who have criticized this war.	war	36	37
2503	Conflict:Attack	1510	Of course, at the same time, though, the White House worries that the American people might see these pictures and think the war is over.	war	25	26
2504	Conflict:Attack	1510	Defense Secretary Rumsfeld and Vice President Cheney among those saying the toughest fighting might still lie ahead, still unanswered questions about the whereabouts of Saddam Hussein and other key members of the Iraqi leadership.	fighting	12	13
2505	Conflict:Attack	1510	Bottom line, with less than half of the ground forces and two-thirds of the air assets used 12 years ago in Desert Storm, Secretary Rumsfeld and General Franks have achieved a far more difficult objective.	Desert Storm	22	24
2506	Conflict:Attack	1510	Yet until this war is fully won, we cannot be overconfident in our position.	war	3	4
2507	Conflict:Attack	1510	So, again, behind the scenes, a sense of vindication, but also a cautious attitude because of the fighting still to come.	fighting	21	22
2508	Conflict:Attack	1510	And Mr. Rumsfeld went on to say, Secretary Rumsfeld went on to say, there is still a war going on, still quite a dangerous situation -- Judy.	war	19	20
2509	Conflict:Attack	1510	Still to come: warfare amid the celebrations in Baghdad.	warfare	4	5
2510	Conflict:Attack	1510	As Iraqis poured into the streets to mark their apparent new freedom, American troops come under fire from a different area.	fire	17	18
2511	Conflict:Attack	1510	The United States has long called Hezbollah a terrorist organization, but the French, American and European officials said, have opposed doing so, and argue that making such a designation now would be unwise, given the new turbulence in Lebanon.	turbulence	41	42
2512	Conflict:Attack	1510	Israeli and American officials say that the Palestinian president, Mahmoud Abbas, has told them that he, too, regards Hezbollah as a destructive force in the Middle East, one determined to undermine peace talks by supporting militant groups that attack Israelis.	attack	43	44
2513	Conflict:Attack	1510	They don't want to rock the boat now by attempting to starve out the mullahs' terror agent that conducts the proxy attacks against Israel that Iran cannot afford to do itself openly.	attacks	23	24
2514	Conflict:Attack	1510	From Reuters : U.S. Marines rallied round a comrade under investigation for killing a wounded Iraqi during the offensive in Falluja, saying he was probably under combat stress in unpredictable, hair-trigger circumstances.	offensive	18	19
2515	Conflict:Attack	1510	Marines interviewed on Tuesday said they didn't see the shooting as a scandal, rather the act of a comrade who faced intense pressure during the effort to quell the insurgency in the city.	shooting	10	11
2516	Conflict:Attack	1510	He was probably running around being shot at for days on end in Falluja.	shot	6	7
2517	Conflict:Attack	1510	Add the tactic of booby-trapping your own dead to the effective suicide bombings, and it's clear to say that the Geneva Convention isn't on the minds of the insurgents.	bombings	12	13
2518	Conflict:Attack	1510	For that I believe the Marines should handle dead and wounded insurgents by any means necessary to ensure their own safety and prevent a possible ambush.	ambush	25	26
2519	Conflict:Attack	1510	I'm no fan of this war either, but it irks me to no end reading and listening to civilian opinions on how soldiers should conduct themselves in hostile war zones from their comfortable recliners.	war	6	7
2520	Conflict:Attack	1510	I'm no fan of this war either, but it irks me to no end reading and listening to civilian opinions on how soldiers should conduct themselves in hostile war zones from their comfortable recliners.	war	30	31
2521	Conflict:Attack	1510	To the world press and everyone else who despises the United States: You don't have to like our president or those operating this war, but get off the backs of the 18, 19 and 20 year-olds thrown into a situation you will never see or have to encounter.	war	25	26
2522	Conflict:Attack	1510	"Chris Matthews, that idiot talking head over at MSNBC, said yesterday about the terrorists we fought in Fallujah ""a rival, I mean they're not bad guys especially, just people who just disagree with us""....this just amazes me, the complete idiocy of this waste of human sperm."	fought	17	18
2523	Conflict:Attack	1510	These are the same terrorists blowing up families, chopping off heads of civilians, and the complete disregard for any human life and they just disagree with us?	chopping off	9	11
2524	Conflict:Attack	1510	Tell that to the family of Margaret Hassan, the school teacher who was brutally tortured and then slaughtered by these same guys, they ain't so bad are they Chris Matthews?	tortured	15	16
2525	Conflict:Attack	1510	British officials say they believe Hassan was a blindfolded woman seen being shot in the head by a hooded militant on a video obtained but not aired by the Arab television station Al-Jazeera.	shot	12	13
2526	Conflict:Attack	1510	On Sunday, Marines found the mutilated body of what they believe was a Western woman on a street in Fallujah during the U.S. assault on the insurgent stronghold.	assault	24	25
2527	Conflict:Attack	1510	"She admits, however, that, ""The Rwanda massacres occurred while Annan was U.N."	massacres	10	11
2528	Conflict:Attack	1510	The truth is that, as director of U.N. peacekeeping, Annan personally refused requests to authorize U.N. peacekeepers in Rwanda to seize weapons and prevent genocide.	genocide	26	27
2529	Conflict:Attack	1510	Writer and author Philip Gourevitch has described in detail how, three months before the genocide, Major General Romeo Dallaire, the commander of several thousand U.N. troops in Rwanda, sent a fax to Kofi Annan's office, saying he had received evidence from a Rwandan government informant that genocide was being planned.	genocide	52	53
2530	Conflict:Attack	1510	The informant offered to help U.N. forces in raiding the government stockpiles to be used in the genocide campaign.	genocide	17	18
2531	Conflict:Attack	1510	It denied authorization for the mission and told him that he should turn the information provided by the confidential witness over to the Rwandan government which was planning the genocide!	genocide	29	30
2532	Conflict:Attack	1510	The result was that the information dried up and the genocide took place.	genocide	10	11
2533	Conflict:Attack	1510	Yup, good ole Kofi told this poor guy to give the secret info over to the very government that was planning the genocide.	genocide	23	24
2534	Conflict:Attack	1510	"In an April 30, 2001, Washington Times column, Nat Hentoff noted that the media have devoted ""scant mention"" to the ""plain fact that it was Mr. Annan, when he was head of the United Nation's peacekeeping office, who could have prevented the slaughter of 800,000 Tutsis and their sympathizers in Rwanda in 1994."""	slaughter	51	52
2535	Conflict:Attack	1510	It's true, Hentoff said, that the U.N. issued a report in 1999 that acknowledged, to some extent, its role in the killings.	killings	26	27
2536	Conflict:Attack	1510	"But for five and a half years, he noted, Annan ""refused to accept any responsibility for the Rwandan holocaust until Mr. Gourevitch and others revealed that less than 5,000 U.N. troops could have stopped the killings if Mr. Annan had not closed his eyes."""	holocaust	21	22
2537	Conflict:Attack	1510	of course there are ongoing fears about terrorism and a war with iraq.	terrorism	7	8
2538	Conflict:Attack	1510	of course there are ongoing fears about terrorism and a war with iraq.	war	10	11
2539	Conflict:Attack	1510	tense of thousands of additional u.s. troops are getting ready to join coalition forces fighting the war in iraq.	war	16	17
2540	Conflict:Attack	1510	they all tell me, the soldiers you talk to and also some of the information people here at fort hood, they train like they fight.	fight	26	27
2541	Conflict:Attack	1510	a national weeklong terror drill began in seattle and an industrial lot in the city.	terror	3	4
2542	Conflict:Attack	1510	the test designed to measure the responsiveness of emergency workers to a terrorist attack.	attack	13	14
2543	Conflict:Attack	1510	it's been a year and a half since a series of anthrax attacks killed five people.	attacks	13	14
2544	Conflict:Attack	1510	no one has ever been arrested in connection with that case and the fbi is considering draining a maryland pond relating to evidence for those unsolved attacks.	attacks	26	27
2545	Conflict:Attack	1510	officials say there is no evidence connecting anything found in the park to anthrax or the anthrax attacks.	attacks	17	18
2546	Conflict:Attack	1510	well, the fbi can drain the pacific ocean but they won't find any evidence that he was involved with the attacks because he had nothing to do with the anthrax attacks at all.	attacks	22	23
2547	Conflict:Attack	1510	well, the fbi can drain the pacific ocean but they won't find any evidence that he was involved with the attacks because he had nothing to do with the anthrax attacks at all.	attacks	32	33
2548	Conflict:Attack	1510	18 months later, still not one single arrest for those attacks that killed five people and sickened 13 others.	attacks	11	12
2549	Conflict:Attack	1510	luster skipped bail during his trial in january for raping and drugging three women.	raping and drugging	9	12
2550	Conflict:Attack	1510	At least 19 people were killed and 114 people were wounded in Tuesday's southern Philippines airport blast, officials said, but reports said the death toll could climb to 30.	blast	17	18
2551	Conflict:Attack	1510	A powerful bomb tore through a waiting shed at the Davao City international airport at about 5.15 pm (0915 GMT) while another explosion hit a bus terminal at the city.	tore	3	4
2552	Conflict:Attack	1510	A powerful bomb tore through a waiting shed at the Davao City international airport at about 5.15 pm (0915 GMT) while another explosion hit a bus terminal at the city.	explosion	24	25
2553	Conflict:Attack	1510	There were no reports of injuries in the second blast.	blast	9	10
2554	Conflict:Attack	1510	"The waiting shed literally exploded,"" said Vice Mayor Luis Bongoyan, speaking to local radio station"	exploded	4	5
2555	Conflict:Attack	1510	HAIFA, Israel, March 5 (AFP) - Fifteen people were killed and more than 30 wounded Wednesday as a suicide bomber blew himself up on a student bus in the northern town of Haifa, the first bombing in Israel in exactly two months.	bombing	40	41
2556	Conflict:Attack	1510	HAIFA, Israel, March 5 (AFP) - Fifteen people were killed and more than 30 wounded Wednesday as a suicide bomber blew himself up on a student bus in the northern town of Haifa, the first bombing in Israel in exactly two months.	blew	24	25
2557	Conflict:Attack	1510	Several hours later, dozens of Israeli tanks advanced into the northern Gaza Strip backed by helicopters which fired at least three rockets in the Jabaliya area, Palestinian security sources said.	fired	18	19
2558	Conflict:Attack	1510	Palestinian medical sources said 60-year-old Mohammed al-Biyari was killed in his home near Jabaliya refugee camp by the rocket fire and another wounded.	fire	19	20
2559	Conflict:Attack	1510	A second rocket landed in farmlands and the other hit a house inside the refugee camp, but without causing further casualties, Palestinian security sources said.	landed	3	4
2560	Conflict:Attack	1510	A second rocket landed in farmlands and the other hit a house inside the refugee camp, but without causing further casualties, Palestinian security sources said.	hit	9	10
2561	Conflict:Attack	1510	Two 13-year-old children were among those killed in the Haifa bus bombing, Israeli public radio said, adding that most of the victims were youngsters.	bombing	11	12
2562	Conflict:Attack	1510	Israel's night-time raid in Gaza involving around 40 tanks and armoured vehicles came after Prime Minister Ariel Sharon convened his security cabinet to discuss a response to the bomb attack.	attack	30	31
2563	Conflict:Attack	1510	Israel's night-time raid in Gaza involving around 40 tanks and armoured vehicles came after Prime Minister Ariel Sharon convened his security cabinet to discuss a response to the bomb attack.	raid	3	4
2564	Conflict:Attack	1510	Israeli media said the retaliation was unlikely to be on a scale that would risk disrupting US preparations for war on Iraq.	retaliation	4	5
2565	Conflict:Attack	1510	Israeli media said the retaliation was unlikely to be on a scale that would risk disrupting US preparations for war on Iraq.	war	19	20
2566	Conflict:Attack	1510	Apart from his ID card, also found in the wreckage were the remains of a letter allegedly outlining his plan to carry out a suicide attack and praising the September 2001 destruction of the World Trade Centre in New York, it said.	attack	26	27
