	Unnamed: 0	Event_Type	Count	Sample_sentence	Trigger	Start	End	sentence_translation	trigger_translation
268	268	Justice:Sentence	20	新华社南京１１月２４日电（邹煊　张凯）曾先后１４次组织偷渡 活动的“蛇头”翁金顺今天被江苏省连云港市中级人民法院一审判 处无期徒刑，另外２名“蛇头”崔顺军、林正清分别被判处有期徒 刑１２年，“蛇头”王月东被判处有期徒刑８年。	判处	25	26	Xinhua News Agency, Nanjing, November 24 (Zou Ye, Zhang Kai) Weng Jinshun, who had organized smuggling activities 14 times, was sentenced to life imprisonment by the first trial of the Intermediate People&#39;s Court of Lianyungang City, Jiangsu Province, and two other &quot;snake heads&quot; Cui Shunjun and Lin Zhengqing They were each sentenced to 12 years in prison, and &quot;Snake Head&quot; Wang Yuedong was sentenced to 8 years in prison.	Sentence
269	269	Justice:Sentence	20	连云港市中级人民法院今天还一审分别判处“蛇头”陈守汉、史春 平有期徒刑４年，分别判处“蛇头”王月兵、万培成有期徒刑２年 、１年。	判处	0	1	The Lianyungang Intermediate People&#39;s Court also sentenced Chen Shouhan and Shi Chunping of the &quot;snake heads&quot; to four years in prison in the first instance and sentenced Wang Yuebing and Wan Peicheng of the &quot;snake heads&quot; to two years and one year respectively.	Sentence
270	270	Justice:Sentence	20	连云港市中级人民法院今天还一审分别判处“蛇头”陈守汉、史春 平有期徒刑４年，分别判处“蛇头”王月兵、万培成有期徒刑２年 、１年。	判处	9	10	The Lianyungang Intermediate People&#39;s Court also sentenced Chen Shouhan and Shi Chunping of the &quot;snake heads&quot; to four years in prison in the first instance and sentenced Wang Yuebing and Wan Peicheng of the &quot;snake heads&quot; to two years and one year respectively.	Sentence
271	271	Justice:Charge-Indict	2	拉奥是因涉嫌在１９９３年７月的一次不信任投票中犯有贿赂议员 罪而被送上法庭的。	送上	1	2	Rao was brought to court on suspicion of guilty of bribing members of Parliament in a vote of no confidence in July 1993.	Send
272	272	Justice:Charge-Indict	2	印尼总检察院是在８月上旬以苏哈托在执政期间利用他创立和经营 的７个基金会侵吞国家５．８亿美元向法院提出起诉的。	起诉	3	4	The Indonesian General Prosecutor&#39;s Office prosecuted the court in early August for the use of seven foundations established and operated by Suharto during the administration to embezzle $ 580 million of the country.	To sue
273	273	Justice:Appeal	5	法庭同时允许拉奥和辛格每人支付２０万卢比的保释金，将开始服 刑的时间推迟至１１月８日，以便于他们向德里高等法院上诉。	上诉	5	6	The court also allowed Rao and Singh each to pay a bail of 200,000 rupees, postponing the start of their sentence to November 8, to facilitate their appeal to the Delhi High Court.	appeal
274	274	Justice:Appeal	5	新华社圣地亚哥１２月２日电（记者侯耀其）智利前军政府领导人 皮诺切特的辩护律师团２日在这里向圣地亚哥上诉法院正式提起上 诉，要求推翻古斯曼法官１日签发的关于审判皮诺切特的决定。	"上
诉"	5	6	Xinhua News Agency, Santiago, December 2 (Reporter Hou Yaoqi) The defense lawyers of the former Chilean military government leader, Pinochet, formally appealed to the Santiago Court of Appeal on the 2nd, demanding that the trial issued by Judge Guzman on the 1st be overturned. Pinochet&#39;s decision.	appeal
275	275	Justice:Appeal	5	辩护律师团在上诉书中指出，他们认为，古斯曼法官签发审判皮诺 切特的决定是违犯规则的，应该予以纠正。	上诉	0	1	The defence counsel stated in the appeal that they considered that Judge Guzman&#39;s decision to issue a trial of Pinochet was against the rules and should be corrected.	appeal
276	276	Justice:Appeal	5	新华社圣地亚哥１２月１１日电（记者侯耀其）智利圣地亚哥上诉 法院第五庭１１日下午做出初审裁决，宣布接受前军政府领导人皮 诺切特辩护律师团提出的上诉，推翻古斯曼法官本月１日签发的关 于审判皮诺切特的决定。	上诉	8	9	Xinhua News Agency, Santiago, December 11 (Reporter Hou Yaoqi) The Fifth Chamber of the Santiago Court of Appeal, Chile, issued a preliminary ruling on the afternoon of the 11th, announcing the acceptance of an appeal by the former military government leader Pinochet Defence Counsel and overturning Judge Guzman. A decision on the trial of Pinochet issued on the 1st of this month.	appeal
277	277	Justice:Appeal	5	新华社华盛顿１１月２４日电（记者刘江　胡晓明）美国联邦最高 法院２４日下午宣布，该院已决定受理共和党总统候选人布什对佛 罗里达州最高法院关于人工重新计票结果有效的判决提出的上诉， 并将于１２月１日就这一问题举行听证会。	上诉	9	10	Xinhua News Agency, Washington, November 24 (Reporter Liu Jianghu Xiaoming) The U.S. Supreme Court announced on the afternoon of the 24th that the U.S. Supreme Court has decided to accept the appeal of the Republican presidential candidate Bush against the Florida Supreme Court&#39;s verdict that the validity of the manual recount is valid A hearing on this issue will be held on December 1.	appeal
278	278	Transaction:Transfer-Money	24	法庭同时允许拉奥和辛格每人支付２０万卢比的保释金，将开始服 刑的时间推迟至１１月８日，以便于他们向德里高等法院上诉。	支付	0	1	The court also allowed Rao and Singh each to pay a bail of 200,000 rupees, postponing the start of their sentence to November 8, to facilitate their appeal to the Delhi High Court.	Pay
279	279	Transaction:Transfer-Money	24	新华社南京１０月１７日电（汤征　张明军）组织他人非法出境的 韩国“蛇头”张济洪昨天被镇江市中级人民法院判处驱逐出境，并 处以１０万元人民币罚金。	处	13	14	Xinhua News Agency, Nanjing, October 17 (Tang Zheng Zhang Mingjun) Zhang Jihong, a South Korean &quot;snake head&quot; who organized an illegal exit, was sentenced to deportation by the Zhenjiang Intermediate People&#39;s Court and fined 100,000 yuan.	Place
280	280	Transaction:Transfer-Money	24	与张济洪共同策划组织偷渡活动的中国“蛇头”郑德龙被判处有期 徒刑７年，剥夺政治权利１年，并处罚金５万元；女“蛇头”申明 哲被判处有期徒刑１年，并处罚金５万元。	处	9	10	Zheng Delong, a Chinese &quot;snake head&quot; who co-planned with Zhang Jihong to organize a smuggling event, was sentenced to 7 years in prison, deprived of political rights for 1 year, and fined 50,000 yuan; the female &quot;snake head&quot; Shen Zhe was sentenced to 1 year in prison and fined 5 Ten thousand yuan.	Place
281	281	Transaction:Transfer-Money	24	与张济洪共同策划组织偷渡活动的中国“蛇头”郑德龙被判处有期 徒刑７年，剥夺政治权利１年，并处罚金５万元；女“蛇头”申明 哲被判处有期徒刑１年，并处罚金５万元。	处	18	19	Zheng Delong, a Chinese &quot;snake head&quot; who co-planned with Zhang Jihong to organize a smuggling event, was sentenced to 7 years in prison, deprived of political rights for 1 year, and fined 50,000 yuan; the female &quot;snake head&quot; Shen Zhe was sentenced to 1 year in prison and fined 5 Ten thousand yuan.	Place
282	282	Transaction:Transfer-Money	24	新华社东京１１月１０日电（记者王大军）日本秋田地方法院１０ 日判处邪教组织“法之华三法行”向秋田市一妇女作出５５０万日 元的赔偿。	赔偿	10	11	Xinhua News Agency, Tokyo, November 10 (Reporter Wang Dajun) Japan&#39;s Akita District Court sentenced the cult organization &quot;Three Laws of the Law&quot; to compensate a woman in Akita for 5.5 million yen.	Compensation
283	283	Transaction:Transfer-Money	24	法庭认为，“法之华三法行”劝人参加研修和捐款活动并非纯粹为 了布教，而是以恶劣的手段敛财，属于有组织的不法行为，因此须 向受害者作出赔偿。	捐款	5	6	The court held that the &quot;Three Laws of the Law&quot; persuading people to participate in training and donation activities is not purely for teaching, but for accumulating money by bad means. It is an organized wrongdoing, so compensation must be paid to the victims.	Donate
284	284	Transaction:Transfer-Money	24	法庭认为，“法之华三法行”劝人参加研修和捐款活动并非纯粹为 了布教，而是以恶劣的手段敛财，属于有组织的不法行为，因此须 向受害者作出赔偿。	赔偿	13	14	The court held that the &quot;Three Laws of the Law&quot; persuading people to participate in training and donation activities is not purely for teaching, but for accumulating money by bad means. It is an organized wrongdoing, so compensation must be paid to the victims.	Compensation
285	285	Transaction:Transfer-Money	24	南宁市中级人民法院确认，被告人佘国信身为国家工作人员，利用 职务之便为他人谋利益，非法收受他人财物达１８８．５万元人民 币，数额特别巨大，情节特别严重。	收受	7	8	The Nanning Intermediate People&#39;s Court confirmed that the defendant, Guo Guoxin, was a national staff member and used his position to seek benefits for others. He illegally accepted other people&#39;s property amounting to RMB 18.85 million, a particularly large amount and a particularly serious case.	Accept
286	286	Transaction:Transfer-Money	24	新华社东京１１月１３日电（记者王妍）日本大阪地方法院１３日 作出判决，要求以毫无科学根据的脚相诊断为手段骗取钱财的邪教 “法之华三法行”，对大阪府１６名受骗男子赔偿总共１．１亿日 元。	赔偿	12	13	Xinhua News Agency, Tokyo, November 13th (Reporter Wang Yan) The Osaka District Court of Japan issued a ruling on the 13th, demanding that the cult &quot;Three Acts of Law&quot; to defraud money by means of unscientific telegraph diagnosis as a means of defrauding Osaka Prefecture. The 16 cheated men paid a total of 110 million yen.	Compensation
287	287	Transaction:Transfer-Money	24	这些男子在向法院提出的财产赔偿诉讼中说，从１９９２年开始， “法之华三法行”教团成员以看脚相的方式，恐吓他们已身患癌症 ，骗取了２０万至３０００万日元不等的“研修费”。	骗取	11	12	In a property compensation lawsuit filed by the courts, these men said that since 1992, members of the &quot;Three Laws of Law&quot; sect have threatened them with cancer by looking at them, defrauding 200,000 to 30 million people. &quot;Training fees&quot; in yen.	cheat
288	288	Transaction:Transfer-Money	24	另外，在中国政府的带头号召下，中国民间也掀起了一场前所未见 的捐款热潮，社会各界人士慷慨解囊，媒体上也充满了好人好事的 新闻：在北京，一名78岁的老太太将手头上仅有的1800元人 民币现金捐出；有81个贫困山区的小学生从拮据的生活费中每人 拿出1元人民币，托老师寄给灾区；据说在辽宁的捐款者当中，还 包括了不少失业人士和下岗工人。	捐出	15	16	In addition, under the leadership of the Chinese government, the Chinese people have also launched an unprecedented wave of donations, people from all walks of life have generously donated money, and the media is full of good news. In Beijing, a 78-year-old The wife donated only 1,800 yuan in cash on hand; elementary school students in 81 poor mountainous areas took out 1 yuan each from the cost of living and entrusted the teacher to send to the disaster area; among the donors in Liaoning, it is said Many unemployed and laid-off workers.	Donate
289	289	Transaction:Transfer-Money	24	另外，在中国政府的带头号召下，中国民间也掀起了一场前所未见 的捐款热潮，社会各界人士慷慨解囊，媒体上也充满了好人好事的 新闻：在北京，一名78岁的老太太将手头上仅有的1800元人 民币现金捐出；有81个贫困山区的小学生从拮据的生活费中每人 拿出1元人民币，托老师寄给灾区；据说在辽宁的捐款者当中，还 包括了不少失业人士和下岗工人。	拿出	18	19	In addition, under the leadership of the Chinese government, the Chinese people have also launched an unprecedented wave of donations, people from all walks of life have generously donated money, and the media is full of good news. In Beijing, a 78-year-old The wife donated only 1,800 yuan in cash on hand; elementary school students in 81 poor mountainous areas took out 1 yuan each from the cost of living and entrusted the teacher to send to the disaster area; among the donors in Liaoning, it is said Many unemployed and laid-off workers.	Take out
290	290	Transaction:Transfer-Money	24	另外，在中国政府的带头号召下，中国民间也掀起了一场前所未见 的捐款热潮，社会各界人士慷慨解囊，媒体上也充满了好人好事的 新闻：在北京，一名78岁的老太太将手头上仅有的1800元人 民币现金捐出；有81个贫困山区的小学生从拮据的生活费中每人 拿出1元人民币，托老师寄给灾区；据说在辽宁的捐款者当中，还 包括了不少失业人士和下岗工人。	捐款	5	6	In addition, under the leadership of the Chinese government, the Chinese people have also launched an unprecedented wave of donations, people from all walks of life have generously donated money, and the media is full of good news. In Beijing, a 78-year-old The wife donated only 1,800 yuan in cash on hand; elementary school students in 81 poor mountainous areas took out 1 yuan each from the cost of living and entrusted the teacher to send to the disaster area; among the donors in Liaoning, it is said Many unemployed and laid-off workers.	Donate
291	291	Transaction:Transfer-Money	24	另外，在中国政府的带头号召下，中国民间也掀起了一场前所未见 的捐款热潮，社会各界人士慷慨解囊，媒体上也充满了好人好事的 新闻：在北京，一名78岁的老太太将手头上仅有的1800元人 民币现金捐出；有81个贫困山区的小学生从拮据的生活费中每人 拿出1元人民币，托老师寄给灾区；据说在辽宁的捐款者当中，还 包括了不少失业人士和下岗工人。	慷慨解囊	7	8	In addition, under the leadership of the Chinese government, the Chinese people have also launched an unprecedented wave of donations, people from all walks of life have generously donated money, and the media is full of good news. In Beijing, a 78-year-old The wife donated only 1,800 yuan in cash on hand; elementary school students in 81 poor mountainous areas took out 1 yuan each from the cost of living and entrusted the teacher to send to the disaster area; among the donors in Liaoning, it is said Many unemployed and laid-off workers.	Generous
292	292	Transaction:Transfer-Money	24	网民说，在外国，捐款经常是通过电话热线、街头募捐等方式进行 的，捐款人自发性比较强，但中国现在主要的募捐手法却是由政府 机关和事业单位动员雇员捐款，谁捐了多少上级一清二楚，结果一 些不愿意捐助者在压力下，也不得不有一些象征性的表示。	捐款	4	5	Netizens said that in foreign countries, donations are often made through telephone hotlines and street fundraising. Donors are relatively spontaneous. However, the main fundraising method in China now is to mobilize employees to donate by government agencies and institutions. Who donates much? The superior was clear, and as a result, some unwilling donors had to make some symbolic expressions under pressure.	Donate
293	293	Transaction:Transfer-Money	24	网民说，在外国，捐款经常是通过电话热线、街头募捐等方式进行 的，捐款人自发性比较强，但中国现在主要的募捐手法却是由政府 机关和事业单位动员雇员捐款，谁捐了多少上级一清二楚，结果一 些不愿意捐助者在压力下，也不得不有一些象征性的表示。	捐款	12	13	Netizens said that in foreign countries, donations are often made through telephone hotlines and street fundraising. Donors are relatively spontaneous. However, the main fundraising method in China now is to mobilize employees to donate by government agencies and institutions. Who donates much? The superior was clear, and as a result, some unwilling donors had to make some symbolic expressions under pressure.	Donate
294	294	Transaction:Transfer-Money	24	网民说，在外国，捐款经常是通过电话热线、街头募捐等方式进行 的，捐款人自发性比较强，但中国现在主要的募捐手法却是由政府 机关和事业单位动员雇员捐款，谁捐了多少上级一清二楚，结果一 些不愿意捐助者在压力下，也不得不有一些象征性的表示。	捐	14	15	Netizens said that in foreign countries, donations are often made through telephone hotlines and street fundraising. Donors are relatively spontaneous. However, the main fundraising method in China now is to mobilize employees to donate by government agencies and institutions. Who donates much? The superior was clear, and as a result, some unwilling donors had to make some symbolic expressions under pressure.	donate
295	295	Transaction:Transfer-Money	24	网民说，在外国，捐款经常是通过电话热线、街头募捐等方式进行 的，捐款人自发性比较强，但中国现在主要的募捐手法却是由政府 机关和事业单位动员雇员捐款，谁捐了多少上级一清二楚，结果一 些不愿意捐助者在压力下，也不得不有一些象征性的表示。	表示	19	20	Netizens said that in foreign countries, donations are often made through telephone hotlines and street fundraising. Donors are relatively spontaneous. However, the main fundraising method in China now is to mobilize employees to donate by government agencies and institutions. Who donates much? The superior was clear, and as a result, some unwilling donors had to make some symbolic expressions under pressure.	Express
296	296	Transaction:Transfer-Money	24	"中国官方把援助追加到6200万美元以后，《纽约时报》却仍要 以美国和日本分别捐出3亿5000万美元和5亿美元作比较，来 说明中国""这个世界上人口最多的国家离当亚洲老大的日子还远着 ""。"	追加	0	1	After China ’s official aid was increased to US $ 62 million, the New York Times still compared the US and Japan ’s donations of US $ 350 million and US $ 500 million, respectively, to show that China ’s “world ’s most populous country ’s departure” The days of the Asian boss are still far away. &quot;	add to
297	297	Transaction:Transfer-Money	24	"中国官方把援助追加到6200万美元以后，《纽约时报》却仍要 以美国和日本分别捐出3亿5000万美元和5亿美元作比较，来 说明中国""这个世界上人口最多的国家离当亚洲老大的日子还远着 ""。"	捐出	6	7	After China ’s official aid was increased to US $ 62 million, the New York Times still compared the US and Japan ’s donations of US $ 350 million and US $ 500 million, respectively, to show that China ’s “world ’s most populous country ’s departure” The days of the Asian boss are still far away. &quot;	Donate
298	298	Transaction:Transfer-Money	24	不过也有一些人指出，这一代中国人从小就受官方包办一切社会事 务的教育，许多人没有回馈社会的意识，很少思考自己能给社会作 什么贡献，这次的捐款运动不失为一个很好的大众教育活动。	捐款	10	11	However, some people have pointed out that this generation of Chinese has been educated in official social affairs since childhood. Many people have no sense of giving back to the society and rarely think about what contribution they can make to the society. This donation campaign is a good one. Mass education activities.	Donate
299	299	Transaction:Transfer-Money	24	新华社西安１１月２３日电（记者张连业　毛海峰）陕西大荔县近 日发生一起荒唐怪事：朝邑镇党委为解决拖欠的教师工资，竟下发 文件向中小学生每人征收５０元，不交纳的学生被拒之校门之外。	征收	11	12	Xinhua News Agency, Xi&#39;an, November 23 (Reporter Zhang Lianye, Mao Haifeng) A ridiculous event has recently occurred in Dali County, Shaanxi: The party committee of Chaoyi Township issued documents to collect 50 yuan for each elementary and middle school student in order to solve the arrears of teachers&#39; salaries. Of students were rejected from school.	collection
300	300	Transaction:Transfer-Money	24	巴西石油公司已宣布，将投资９．２７亿美元用于环保项目建设， 防止类似事故的发生。	投资	2	3	Petrobras has announced that it will invest $ 927 million in environmental protection projects to prevent similar accidents.	investment
301	301	Transaction:Transfer-Money	24	据贩毒嫌疑人罗某交代，这批毒品是毒贩子在境外老街伪装藏匿的 ，并许诺他将“货”运到中国境内指定地点后可得１０００元报酬 ，但没想到刚一入境便“栽”在边防官兵的手里。	得	8	9	According to the suspected drug trafficker Luo, the drug dealers camouflaged and concealed in the old streets outside the country and promised him to get 1,000 yuan in remuneration after he shipped the &quot;goods&quot; to a designated place in China. &quot;Planting&quot; in the hands of border guards.	Get
302	302	Life:Injure	18	一名巴勒斯坦人在加沙地带靠近一个以色列军队哨所的地方发动自 杀性爆炸攻击，把自己炸死， 伊斯兰胜战者组织表示对这次自杀 性袭击事故负责，并警告说这不是最后的一次，这名巴勒斯坦 人 骑着自行车接近以色列哨所，在保护墙墙边引爆炸弹，一名以色列 军人受轻伤，以色列军方指 责巴勒斯坦当局纵容这次袭击，巴勒 斯坦一位安全官员驳斥这种指责，当天是伊斯兰圣战者组织 领导 人西卡奇遇刺5周年，人们普遍都指责那次行刺是以色列部队干的 ，既将担任黎巴嫩总理的哈 利里组成了有将近30名成员的内阁 ，其中穆斯林和基督教徒人数相当，哈利里和拉夫德总统以及 贝 里议长开会之后宣布了这个名单，新内阁几乎比原政府的内阁大了 1倍，只包括了4名原来的内 阁成员，一些黎巴嫩政界人士指责 叙利亚干预部长的选举，给这个过程蒙上了阴影。	轻伤	17	18	A Palestinian launches a suicide bomber near an Israeli army post in the Gaza Strip, killing himself. The Islamic Victorious Organization has claimed responsibility for the suicide attack and warned that this was not the last time. A Palestinian rides a bicycle near an Israeli post, detonates a bomb near a protective wall, an Israeli soldier is slightly injured, the Israeli military accuses the Palestinian authorities of condoning the attack, and a Palestinian security official refutes such accusations. The 5th anniversary of the assassination of the leader of the jihadist Sikazi. It is widely accused that the assassination was carried out by Israeli forces. Hariri, who will serve as prime minister of Lebanon, formed a cabinet of nearly 30 members, including Muslims and Christians. Quite, the list was announced after a meeting between President Hariri and President Love and Speaker Bailey. The new cabinet is almost twice the size of the original government&#39;s cabinet, including only four former cabinet members. Some Lebanese politicians have accused Syria of intervening. The election of ministers cast a shadow over this process.	Minor injury
303	303	Life:Injure	18	前几天在加拿大发生车祸的台湾旅行团所有的死伤团员的家属都已 经抵达到了温哥华，同时第一 批伤势比较轻的团员也已经搭机在 返国的途中。	伤	0	1	The families of all the wounded and injured members of the Taiwanese tour group who had a car accident in Canada a few days ago have arrived in Vancouver, and the first group of relatively less injured members have also taken the flight on their way home.	hurt
304	304	Life:Injure	18	信中说，以色列１２日对加沙和约旦河西岸进行的袭击等于是对巴 勒斯坦人民“全面宣战”，这些军事行动在巴勒斯坦被占领土上造 成了大量人员伤亡和财产损失，违反了包括联合国决议在内的国际 准则，给地区冲突带来了新的不祥之兆。	伤	9	10	The letter stated that the Israeli attacks on Gaza and the West Bank on the 12th were tantamount to a &quot;comprehensive declaration of war&quot; against the Palestinian people. These military actions caused a large number of casualties and property damage in the occupied Palestinian territory, in violation of the United Nations resolutions including The international norms within it have brought new ominous signs to regional conflicts.	hurt
305	305	Life:Injure	18	高雄县龙发塘一名精神病犯昨天深夜突然的自杀，龙发塘指出，这 名死者是去年4月因为自焚由家 人送到龙发塘接受治疗，没想到 确突然的自杀，家属也很无奈。	自焚	5	6	A mental patient in Longfatang, Kaohsiung County suddenly committed suicide late last night. Longfatang pointed out that the deceased was sent to Longfatang for treatment by his family last April because of self-immolation. He did not expect that the suicide suddenly occurred, and his family members were helpless .	Self-immolation
306	306	Life:Injure	18	据巴方统计，在过去４天的冲突中，已有３１名巴勒斯坦人被以军 打死，１３００多人受伤。	受伤	7	8	According to Palestinian statistics, in the past four days of conflict, 31 Palestinians have been killed and more than 1,300 wounded.	Injured
307	307	Life:Injure	18	新华社新德里１２月２日电（记者熊昌义）一列满载乘客的客运列 车今天上午６时左右在印度北部旁遮普邦萨赖－班加拉车站附近与 一列刚刚脱轨的货运列车相撞，至少有２５名乘客死亡，１００多 名乘客受伤。	受伤	13	14	Xinhua News Agency, New Delhi, December 2 (Reporter Xiong Changyi) A passenger train full of passengers collided with a freight train that had just derailed near Sarai-Bangala station in Punjab, northern India, around 6 am today, with at least 25 passengers Died and injured more than 100 passengers.	Injured
308	308	Life:Injure	18	凌晨3点多这艘渔船在恶劣的海面中总算历劫归来，船长、轮机长 经过长达10几个小时的囚禁与殴 打身心受创，船长说大陆渔工 想回家乡可是没想到他们竟然会用暴力劫船。	受创	6	7	At about 3 am, the fishing boat finally returned from the calamity in the harsh sea. The captain and chief engineer suffered physical and mental injuries after 10 hours of imprisonment and beating. The captain said that the mainland fishermen wanted to return to their hometown but did not expect that they would Rob the ship with violence.	Suffer
309	309	Life:Injure	18	新华社墨西哥城１０月６日电（记者胡加齐）墨西哥航空公司一架 客机６日在墨西哥北部边境城市雷诺萨机场降落时滑出跑道，至少 造成５人死亡，６人受伤。	受伤	10	11	Xinhua News Agency, Mexico City, October 6 (Reporter Hugazi) A Mexicana passenger plane slipped off the runway when it landed at Reynosa Airport on the northern border of Mexico on the 6th, killing at least 5 people and injuring 6 others.	Injured
310	310	Life:Injure	18	另据墨西哥军方说，６日，墨西哥空军的一架飞机因出现机械故障 起飞后不久便在墨西哥中部地区坠毁，造成２人死亡，１人受伤。	受伤	9	10	According to the Mexican military, on the 6th, a plane of the Mexican Air Force crashed in central Mexico shortly after taking off due to a mechanical failure, killing two people and injuring one.	Injured
311	311	Life:Injure	18	新华社马尼拉１２月３０日电菲律宾首都马尼拉地区３０日发生多 起炸弹爆炸事件，造成至少１３人死亡，７０多人受伤。	受伤	5	6	Xinhua News Agency, Manila, December 30. Multiple bomb explosions occurred in the Philippines&#39; Manila region on the 30th, killing at least 13 people and injuring more than 70.	Injured
312	312	Life:Injure	18	而被砍伤的职员刘通雄送医后，转送开刀房所幸没有伤及要害。	伤	0	1	After the slashed staff member Liu Tongxiong was sent to the hospital, he was transferred to the surgery room but fortunately did not hurt him.	hurt
313	313	Life:Injure	18	而被砍伤的职员刘通雄送医后，转送开刀房所幸没有伤及要害。	伤及	2	3	After the slashed staff member Liu Tongxiong was sent to the hospital, he was transferred to the surgery room but fortunately did not hurt him.	Hurt
314	314	Life:Injure	18	造成大量人员伤亡	伤	0	1	Cause a lot of casualties	hurt
315	315	Life:Injure	18	新华社耶路撒冷１０月８日电（记者戚德良）以色列北部的拿萨勒 市８日晚发生流血冲突，当地一名以色列籍阿拉伯人在冲突中丧生 ，数十人受伤。	受伤	9	10	Xinhua News Agency, Jerusalem, October 8th (Reporter Qi Deliang) A bloody clash broke out in Nazareth, northern Israel, on the evening of the 8th. A local Israeli Arab was killed and dozens were injured.	Injured
316	316	Life:Injure	18	新华社东京１０月２日电日本九州南部鹿儿岛地区萨南群岛的恶石 岛当地时间２日下午４时４４分发生里氏５．６级地震，目前尚无 人员伤亡的报告。	伤	6	7	Xinhua News Agency, Tokyo, October 2nd. A 5.6 magnitude Richter scale earthquake struck at 4.44 pm local time on the Sanan Islands in Kagoshima, southern Kyushu, Japan. There have been no reports of casualties.	hurt
317	317	Life:Injure	18	新华社加沙１１月２２日电（记者马晓霖）５名巴勒斯坦人２２日 上午在加沙南部的米拉格定居点附近被以军打死，另有８人受伤。	受伤	7	8	Xinhua News Agency, Gaza, November 22 (Reporter Ma Xiaolin) Five Palestinians were killed by Israeli forces near the Mirage settlement in southern Gaza on the morning of the 22nd, and eight others were injured.	Injured
318	318	Life:Injure	18	当天上午，加沙的古什·卡提夫定居点附近还发生了３起炸弹爆炸 事件，有５名小学生因玩耍一枚被带入学校的炸弹而被炸伤。	伤	7	8	On the morning of that same day, three bomb blasts occurred near Gush Cartif settlement in Gaza. Five elementary school students were injured as a result of playing with a bomb brought to school.	hurt
319	319	Life:Injure	18	新华社伊斯兰堡１１月２７日电巴基斯坦旁遮普省２７日下午连续 发生３起炸弹爆炸事件，造成至少１人死亡、２２人受伤。	受伤	5	6	Xinhua News Agency, Islamabad, November 27. Three bomb explosions continued in the afternoon on the 27th in Punjab, Pakistan, killing at least one person and injuring 22.	Injured
320	320	Personnel:Start-Position	12	一名巴勒斯坦人在加沙地带靠近一个以色列军队哨所的地方发动自 杀性爆炸攻击，把自己炸死， 伊斯兰胜战者组织表示对这次自杀 性袭击事故负责，并警告说这不是最后的一次，这名巴勒斯坦 人 骑着自行车接近以色列哨所，在保护墙墙边引爆炸弹，一名以色列 军人受轻伤，以色列军方指 责巴勒斯坦当局纵容这次袭击，巴勒 斯坦一位安全官员驳斥这种指责，当天是伊斯兰圣战者组织 领导 人西卡奇遇刺5周年，人们普遍都指责那次行刺是以色列部队干的 ，既将担任黎巴嫩总理的哈 利里组成了有将近30名成员的内阁 ，其中穆斯林和基督教徒人数相当，哈利里和拉夫德总统以及 贝 里议长开会之后宣布了这个名单，新内阁几乎比原政府的内阁大了 1倍，只包括了4名原来的内 阁成员，一些黎巴嫩政界人士指责 叙利亚干预部长的选举，给这个过程蒙上了阴影。	担任	31	32	A Palestinian launches a suicide bomber near an Israeli army post in the Gaza Strip, killing himself. The Islamic Victorious Organization has claimed responsibility for the suicide attack and warned that this was not the last time. A Palestinian rides a bicycle near an Israeli post, detonates a bomb near a protective wall, an Israeli soldier is slightly injured, the Israeli military accuses the Palestinian authorities of condoning the attack, and a Palestinian security official refutes such accusations. The 5th anniversary of the assassination of the leader of the jihadist Sikazi. It is widely accused that the assassination was carried out by Israeli forces. Hariri, who will serve as prime minister of Lebanon, formed a cabinet of nearly 30 members, including Muslims and Christians. Quite, the list was announced after a meeting between President Hariri and President Love and Speaker Bailey. The new cabinet is almost twice the size of the original government&#39;s cabinet, including only four former cabinet members. Some Lebanese politicians have accused Syria of intervening. The election of ministers cast a shadow over this process.	Serve
321	321	Personnel:Start-Position	12	沙罗维奇１９５９年出生，１９７９年毕业于萨拉热窝大学法律系 ，１９９６－１９９８年任波黑塞族共和国议会议员，１９９８年 底当选为波黑塞族共和国副总统。	任	6	7	Born in 1959, Sarovich graduated from the Faculty of Law of the University of Sarajevo in 1979. He was a member of the Parliament of the Serbian Republic of Bosnia and Herzegovina from 1996 to 1998, and was elected Vice President of the Serbian Republic of Bosnia at the end of 1998.	Ren
322	322	Personnel:Start-Position	12	《花旗任命中国区首席执行长》	任命	1	2	&quot;Citi Appoints China Chief Executive&quot;	appointment
323	323	Personnel:Start-Position	12	《花旗任命中国区首席执行长》	任命	1	2	&quot;Citi Appoints China Chief Executive&quot;	appointment
324	324	Personnel:Start-Position	12	再后来，铁路出大事故，撞死了好多日本人，丁部长的位置干不成 了，被迫辞职，因有桥牌基础，被降为政治局委员，中宣部部长（ 越降越大），现在还在任。	降为	13	14	Later, there was a major railway accident that killed many Japanese. Minister Ding was unable to do his job. He was forced to resign. He was relegated to the Politburo because of the bridge foundation. Still in office.	Down to
